Type,Number,Transaction Date,Last Payment Date,Amt. Paid (USD)
Invoice,17972,02/10/2025,03/17/2025,3900.00
Invoice,17971,02/10/2025,03/17/2025,5830.00
Invoice,17970,02/10/2025,02/25/2025,1445.00
Invoice,17933,02/10/2025,02/12/2025,20.00
Invoice,17983,02/07/2025,05/12/2025,449.95
Invoice,17938,02/07/2025,04/08/2025,5200.00
Invoice,18095,02/07/2025,03/11/2025,1624.22
Invoice,17927,02/07/2025,02/26/2025,5270.00
Invoice,17928,02/07/2025,03/19/2025,487.72
Invoice,17982,02/07/2025,03/13/2025,625.00
Invoice,17994,02/07/2025,02/18/2025,2055.00
Invoice,17925,02/07/2025,02/11/2025,3319.00
Invoice,17881,02/07/2025,02/11/2025,5460.00
Invoice,17934,02/07/2025,02/11/2025,5460.00
Invoice,17935,02/07/2025,02/11/2025,6510.00
Invoice,17936,02/07/2025,02/11/2025,6660.00
Invoice,17937,02/07/2025,02/11/2025,6510.00
Invoice,17939,02/07/2025,02/11/2025,5310.00
Invoice,17940,02/07/2025,02/11/2025,6045.00
Invoice,17941,02/07/2025,02/11/2025,5310.00
Invoice,17942,02/07/2025,02/11/2025,5310.00
Invoice,17943,02/07/2025,02/11/2025,5310.00
Invoice,17944,02/07/2025,02/11/2025,5310.00
Invoice,17945,02/07/2025,02/11/2025,5375.00
Invoice,17946,02/07/2025,02/11/2025,5310.00
Invoice,17947,02/07/2025,02/11/2025,5310.00
Invoice,17948,02/07/2025,02/11/2025,5875.00
Invoice,17949,02/07/2025,02/11/2025,5875.00
Invoice,17950,02/07/2025,02/11/2025,6260.00
Invoice,17951,02/07/2025,02/11/2025,5310.00
Invoice,17952,02/07/2025,02/11/2025,5310.00
Invoice,17953,02/07/2025,02/11/2025,5310.00
Invoice,17954,02/07/2025,02/11/2025,5310.00
Invoice,17955,02/07/2025,02/11/2025,5310.00
Invoice,17956,02/07/2025,02/11/2025,5310.00
Invoice,17957,02/07/2025,02/11/2025,5310.00
Invoice,17958,02/07/2025,02/11/2025,5815.00
Invoice,17959,02/07/2025,02/11/2025,5375.00
Invoice,17960,02/07/2025,02/11/2025,5310.00
Invoice,17961,02/07/2025,02/11/2025,5310.00
Invoice,17962,02/07/2025,02/11/2025,5310.00
Invoice,17963,02/07/2025,02/11/2025,5375.00
Invoice,17964,02/07/2025,02/11/2025,5375.00
Invoice,17965,02/07/2025,02/11/2025,5375.00
Invoice,18145,02/07/2025,,0.00
Invoice,17924,02/07/2025,02/18/2025,1960.00
Invoice,18039,02/07/2025,03/27/2025,525.00
Invoice,18038,02/07/2025,04/10/2025,5804.52
Invoice,17921,02/06/2025,02/19/2025,9225.00
Invoice,18094,02/06/2025,03/06/2025,4849.00
Invoice,00869CAN,02/06/2025,02/14/2025,1511.09
Invoice,17993,02/05/2025,02/18/2025,2846.00
Invoice,17828,02/05/2025,04/16/2025,400.00
Invoice,17917,02/05/2025,04/16/2025,4246.22
Invoice,18037,02/05/2025,03/18/2025,525.00
Invoice,18036,02/05/2025,04/10/2025,6642.99
Invoice,17992,02/04/2025,03/18/2025,525.00
Invoice,17991,02/04/2025,02/26/2025,3372.97
Invoice,17879,02/04/2025,02/11/2025,5460.00
Invoice,17880,02/04/2025,02/11/2025,5460.00
Invoice,17882,02/04/2025,02/11/2025,5460.00
Invoice,17883,02/04/2025,02/11/2025,5460.00
Invoice,17885,02/04/2025,02/11/2025,5460.00
Invoice,17887,02/04/2025,02/11/2025,5310.00
Invoice,17888,02/04/2025,02/11/2025,5310.00
Invoice,17889,02/04/2025,02/11/2025,5310.00
Invoice,17891,02/04/2025,02/11/2025,5310.00
Invoice,17892,02/04/2025,02/11/2025,5310.00
Invoice,17893,02/04/2025,02/11/2025,5375.00
Invoice,17894,02/04/2025,02/11/2025,5310.00
Invoice,17896,02/04/2025,02/11/2025,5310.00
Invoice,17897,02/04/2025,02/11/2025,5310.00
Invoice,17898,02/04/2025,02/11/2025,5310.00
Invoice,17899,02/04/2025,02/11/2025,5310.00
Invoice,17900,02/04/2025,02/11/2025,5375.00
Invoice,17901,02/04/2025,02/11/2025,5310.00
Invoice,17902,02/04/2025,02/11/2025,5310.00
Invoice,17903,02/04/2025,02/11/2025,5310.00
Invoice,17904,02/04/2025,02/11/2025,5310.00
Invoice,17905,02/04/2025,02/11/2025,5375.00
Invoice,17906,02/04/2025,02/11/2025,5310.00
Invoice,17907,02/04/2025,02/11/2025,5310.00
Invoice,17908,02/04/2025,02/11/2025,5310.00
Invoice,17909,02/04/2025,02/11/2025,5310.00
Invoice,17910,02/04/2025,02/11/2025,5310.00
Invoice,17911,02/04/2025,02/11/2025,5310.00
Invoice,17912,02/04/2025,02/11/2025,5310.00
Invoice,17913,02/04/2025,02/11/2025,5310.00
Invoice,17914,02/04/2025,02/11/2025,5310.00
Invoice,17915,02/04/2025,02/11/2025,5310.00
Invoice,17916,02/04/2025,02/11/2025,5310.00
Invoice,17863,02/04/2025,01/31/2025,5310.00
Invoice,17918,02/04/2025,02/20/2025,2763.00
Invoice,18096,02/03/2025,,0.00
Invoice,17875,02/03/2025,03/05/2025,165.77
Invoice,17872,02/02/2025,02/18/2025,7050.00
Invoice,17873,02/02/2025,02/18/2025,7050.00
Invoice,17919,02/02/2025,02/25/2025,5270.00
Invoice,17876,02/01/2025,02/11/2025,12988.00
Invoice,17834,02/01/2025,02/19/2025,11028.42
Invoice,17878,02/01/2025,02/13/2025,1980.00
Invoice,17871,02/01/2025,05/12/2025,6033.40
Invoice,17815,02/01/2025,01/22/2025,1076.50
Invoice,17585,02/01/2025,04/16/2025,4978.33
Invoice,17865,01/31/2025,03/06/2025,7817.17
Invoice,17895,01/31/2025,03/28/2025,1846.15
Invoice,17890,01/31/2025,03/28/2025,1846.15
Invoice,17886,01/31/2025,03/28/2025,368.85
Invoice,17884,01/31/2025,03/28/2025,1490.57
Invoice,17868,01/31/2025,03/05/2025,1402.00
Invoice,17869,01/31/2025,02/13/2025,1980.00
Invoice,17877,01/31/2025,02/11/2025,1765.00
Invoice,17969,01/31/2025,02/14/2025,150.00
Invoice,17968,01/31/2025,02/20/2025,7175.00
Invoice,17923,01/31/2025,02/19/2025,1100.00
Invoice,17866,01/31/2025,04/16/2025,5284.00
Invoice,17867,01/31/2025,02/18/2025,35235.00
Invoice,17864,01/29/2025,03/17/2025,663.00
Invoice,17857,01/28/2025,03/28/2025,4418.00
Invoice,17874,01/28/2025,02/24/2025,3130.00
Invoice,17833,01/27/2025,01/30/2025,4850.00
Invoice,17832,01/27/2025,05/12/2025,319.61
Invoice,17831,01/27/2025,02/04/2025,705.00
Invoice,17818,01/27/2025,01/27/2025,850.00
Invoice,17930,01/27/2025,03/17/2025,525.00
Invoice,17932,01/27/2025,03/17/2025,525.00
Invoice,17929,01/27/2025,03/05/2025,6719.98
Invoice,17931,01/27/2025,03/05/2025,5673.60
Invoice,17821,01/26/2025,02/13/2025,72203.00
Invoice,17830,01/26/2025,02/04/2025,6089.00
Invoice,17862,01/26/2025,03/05/2025,589.95
Invoice,17827,01/25/2025,01/29/2025,1190.00
Invoice,17838,01/24/2025,01/31/2025,5310.00
Invoice,17839,01/24/2025,01/31/2025,5310.00
Invoice,17840,01/24/2025,01/31/2025,5310.00
Invoice,17841,01/24/2025,01/31/2025,5375.00
Invoice,17842,01/24/2025,01/31/2025,5310.00
Invoice,17843,01/24/2025,01/31/2025,5375.00
Invoice,17845,01/24/2025,01/31/2025,5310.00
Invoice,17846,01/24/2025,01/31/2025,5375.00
Invoice,17847,01/24/2025,01/31/2025,5310.00
Invoice,17848,01/24/2025,01/31/2025,5310.00
Invoice,17849,01/24/2025,01/31/2025,5310.00
Invoice,17850,01/24/2025,01/31/2025,5310.00
Invoice,17851,01/24/2025,01/31/2025,5375.00
Invoice,17852,01/24/2025,01/31/2025,5310.00
Invoice,17853,01/24/2025,01/31/2025,5310.00
Invoice,17854,01/24/2025,01/31/2025,5805.00
Invoice,17855,01/24/2025,01/31/2025,5310.00
Invoice,17856,01/24/2025,01/31/2025,5310.00
Invoice,17858,01/24/2025,01/31/2025,5375.00
Invoice,17859,01/24/2025,01/31/2025,5310.00
Invoice,17860,01/24/2025,01/31/2025,5310.00
Invoice,17825,01/24/2025,01/24/2025,1015.00
Invoice,17824,01/24/2025,01/30/2025,1470.40
Invoice,17823,01/23/2025,02/19/2025,2675.00
Invoice,17822,01/23/2025,03/05/2025,150.00
Invoice,17829,01/23/2025,03/25/2025,1259.76
Invoice,17820,01/23/2025,,0.00
Invoice,17819,01/23/2025,04/16/2025,2305.00
Invoice,18174,01/22/2025,03/17/2025,814.00
Invoice,17836,01/22/2025,02/28/2025,2000.00
Invoice,17835,01/22/2025,03/10/2025,1700.00
Invoice,17826,01/21/2025,02/12/2025,7360.00
Invoice,17797,01/20/2025,04/16/2025,2837.35
Invoice,17813,01/20/2025,01/28/2025,17940.00
Invoice,17861,01/20/2025,02/11/2025,6790.00
Invoice,17806,01/20/2025,02/03/2025,6640.00
Invoice,17794,01/17/2025,03/14/2025,222.71
Invoice,17795,01/17/2025,01/27/2025,5310.00
Invoice,17796,01/17/2025,01/27/2025,5310.00
Invoice,17798,01/17/2025,01/27/2025,5310.00
Invoice,17799,01/17/2025,01/27/2025,5310.00
Invoice,17800,01/17/2025,01/27/2025,5310.00
Invoice,17801,01/17/2025,01/27/2025,5310.00
Invoice,17802,01/17/2025,01/27/2025,5375.00
Invoice,17803,01/17/2025,01/27/2025,5310.00
Invoice,17804,01/17/2025,01/27/2025,5310.00
Invoice,17805,01/17/2025,01/27/2025,5375.00
Invoice,17807,01/17/2025,01/27/2025,5310.00
Invoice,17808,01/17/2025,01/27/2025,5310.00
Invoice,17809,01/17/2025,01/27/2025,5310.00
Invoice,17810,01/17/2025,01/27/2025,5310.00
Invoice,17811,01/17/2025,01/27/2025,5375.00
Invoice,17812,01/17/2025,01/27/2025,5310.00
Invoice,17792,01/17/2025,01/21/2025,530.00
Invoice,17817,01/17/2025,02/04/2025,5900.00
Invoice,17793,01/17/2025,05/02/2025,8306.95
Invoice,17791,01/17/2025,03/05/2025,1682.67
Invoice,17789,01/16/2025,03/14/2025,2148.91
Invoice,17788,01/16/2025,01/24/2025,6660.05
Invoice,17783,01/16/2025,02/20/2025,2060.00
Invoice,17785,01/16/2025,01/21/2025,2763.00
Invoice,17786,01/16/2025,01/21/2025,1307.10
Invoice,17780,01/15/2025,03/10/2025,6372.31
Invoice,17784,01/15/2025,01/21/2025,2162.54
Invoice,17782,01/15/2025,03/05/2025,1451.98
Invoice,17778,01/14/2025,03/05/2025,150.00
Invoice,17777,01/14/2025,02/24/2025,5135.00
Invoice,17749,01/14/2025,06/09/2025,160.00
Invoice,17707,01/13/2025,01/28/2025,4090.00
Invoice,17790,01/13/2025,03/17/2025,1141.18
Invoice,17751,01/11/2025,02/11/2025,4225.00
Invoice,17774,01/10/2025,02/06/2025,4950.00
Invoice,17755,01/10/2025,03/04/2025,5200.00
Invoice,17750,01/10/2025,02/19/2025,2750.00
Invoice,17870,01/10/2025,02/19/2025,5150.00
Invoice,17787,01/10/2025,01/27/2025,6537.00
Invoice,17757,01/10/2025,01/15/2025,5310.00
Invoice,17758,01/10/2025,01/15/2025,5310.00
Invoice,17759,01/10/2025,01/15/2025,5375.00
Invoice,17760,01/10/2025,01/15/2025,5310.00
Invoice,17761,01/10/2025,01/15/2025,5310.00
Invoice,17762,01/10/2025,01/15/2025,5310.00
Invoice,17763,01/10/2025,01/15/2025,5310.00
Invoice,17764,01/10/2025,01/15/2025,5310.00
Invoice,17765,01/10/2025,01/15/2025,5375.00
Invoice,17769,01/10/2025,01/15/2025,5375.00
Invoice,17770,01/10/2025,01/15/2025,5310.00
Invoice,17771,01/10/2025,01/15/2025,5310.00
Invoice,17772,01/10/2025,01/15/2025,5310.00
Invoice,17773,01/10/2025,01/15/2025,5375.00
Invoice,17775,01/10/2025,01/15/2025,5310.00
Invoice,17776,01/10/2025,01/15/2025,5310.00
Invoice,17735,01/07/2025,01/17/2025,675.00
Invoice,17723,01/06/2025,02/03/2025,614.80
Invoice,17837,01/06/2025,02/05/2025,5260.00
Invoice,17708,01/03/2025,04/16/2025,1188.00
Invoice,17779,01/03/2025,02/04/2025,1246.12
Invoice,17756,01/03/2025,01/15/2025,5310.00
Invoice,17766,01/03/2025,01/15/2025,5310.00
Invoice,17767,01/03/2025,01/15/2025,5310.00
Invoice,17768,01/03/2025,01/15/2025,5310.00
Invoice,17706,01/02/2025,01/27/2025,420.00
Invoice,17740,12/31/2024,02/20/2025,3918.00
Invoice,17748,12/31/2024,02/20/2025,3412.50
Invoice,17734,12/31/2024,01/07/2025,4114.00
Invoice,17715,12/31/2024,01/07/2025,5745.00
Invoice,17709,12/31/2024,01/07/2025,5310.00
Invoice,17714,12/31/2024,01/07/2025,5310.00
Invoice,17710,12/31/2024,01/07/2025,5375.00
Invoice,17716,12/31/2024,01/07/2025,5310.00
Invoice,17712,12/31/2024,01/07/2025,5310.00
Invoice,17711,12/31/2024,01/07/2025,5310.00
Invoice,17713,12/31/2024,01/07/2025,5310.00
Invoice,17717,12/31/2024,01/07/2025,5310.00
Invoice,17718,12/31/2024,01/07/2025,5310.00
Invoice,17747,12/31/2024,02/20/2025,1771.15
Invoice,17739,12/31/2024,01/09/2025,11293.00
Invoice,17742,12/31/2024,01/22/2025,916.28
Invoice,17741,12/31/2024,01/22/2025,2038.21
Invoice,17753,12/31/2024,04/30/2025,5615.11
Invoice,17746,12/31/2024,01/10/2025,7136.50
Invoice,17745,12/31/2024,02/26/2025,525.00
Invoice,17744,12/31/2024,03/05/2025,5500.53
Invoice,17737,12/31/2024,01/31/2025,241.87
Invoice,17743,12/31/2024,01/31/2025,1404.01
Invoice,17738,12/31/2024,01/31/2025,150.00
Invoice,17702,12/30/2024,03/10/2025,6990.52
Invoice,17701,12/30/2024,03/10/2025,6958.82
Invoice,17736,12/29/2024,01/31/2025,1217.15
Invoice,17703,12/28/2024,04/10/2025,7997.95
Invoice,17733,12/28/2024,02/19/2025,525.00
Invoice,17732,12/28/2024,01/31/2025,6231.15
Invoice,17685,12/27/2024,01/06/2025,5375.00
Invoice,17686,12/27/2024,01/06/2025,5310.00
Invoice,17687,12/27/2024,01/06/2025,5310.00
Invoice,17688,12/27/2024,01/06/2025,5375.00
Invoice,17689,12/27/2024,01/06/2025,5310.00
Invoice,17696,12/27/2024,01/06/2025,5375.00
Invoice,17698,12/27/2024,01/06/2025,5310.00
Invoice,17699,12/27/2024,01/06/2025,5310.00
Invoice,17700,12/27/2024,01/06/2025,5375.00
Invoice,17672,12/27/2024,01/14/2025,24856.54
Invoice,17671,12/27/2024,01/02/2025,400.00
Invoice,17704,12/26/2024,03/05/2025,1222.91
Invoice,17669,12/26/2024,04/16/2025,553.57
Invoice,17663,12/26/2024,02/20/2025,200.00
Invoice,17662,12/26/2024,02/03/2025,3850.00
Invoice,17661,12/26/2024,04/08/2025,19611.95
Invoice,17729,12/26/2024,02/19/2025,525.00
Invoice,17731,12/26/2024,02/19/2025,525.00
Invoice,17728,12/26/2024,01/29/2025,4909.29
Invoice,17730,12/26/2024,01/29/2025,6897.82
Invoice,17684,12/25/2024,01/06/2025,5375.00
Invoice,17752,12/25/2024,01/21/2025,12946.09
Invoice,17697,12/24/2024,01/06/2025,5375.00
Invoice,17658,12/24/2024,01/24/2025,575.00
Invoice,17601,12/23/2024,12/27/2024,5595.00
Invoice,17645,12/21/2024,02/04/2025,1576.00
Invoice,17705,12/21/2024,01/10/2025,1439.18
Invoice,17664,12/20/2024,01/29/2025,5200.00
Invoice,17648,12/20/2024,01/06/2025,3500.00
Invoice,17649,12/20/2024,01/14/2025,4508.00
Invoice,17646,12/20/2024,12/24/2024,7350.00
Invoice,17651,12/20/2024,12/27/2024,19530.00
Invoice,17652,12/20/2024,12/27/2024,5640.00
Invoice,17653,12/20/2024,12/27/2024,5460.00
Invoice,17654,12/20/2024,12/27/2024,5460.00
Invoice,17655,12/20/2024,12/27/2024,5460.00
Invoice,17656,12/20/2024,12/27/2024,5460.00
Invoice,17657,12/20/2024,12/27/2024,5640.00
Invoice,17665,12/20/2024,01/06/2025,5510.00
Invoice,17666,12/20/2024,01/06/2025,5310.00
Invoice,17667,12/20/2024,01/06/2025,5310.00
Invoice,17668,12/20/2024,01/06/2025,5510.00
Invoice,17670,12/20/2024,01/06/2025,5375.00
Invoice,17675,12/20/2024,01/06/2025,5310.00
Invoice,17676,12/20/2024,01/06/2025,5510.00
Invoice,17677,12/20/2024,01/06/2025,5310.00
Invoice,17678,12/20/2024,01/06/2025,5575.00
Invoice,17679,12/20/2024,01/06/2025,5310.00
Invoice,17680,12/20/2024,01/06/2025,5375.00
Invoice,17681,12/20/2024,01/06/2025,5310.00
Invoice,17682,12/20/2024,01/06/2025,5310.00
Invoice,17683,12/20/2024,01/06/2025,5310.00
Invoice,17690,12/20/2024,01/06/2025,5795.00
Invoice,17691,12/20/2024,01/06/2025,5375.00
Invoice,17692,12/20/2024,01/06/2025,5375.00
Invoice,17693,12/20/2024,01/06/2025,5375.00
Invoice,17694,12/20/2024,01/06/2025,5310.00
Invoice,17695,12/20/2024,01/06/2025,5375.00
Invoice,17647,12/20/2024,12/24/2024,1890.00
Invoice,17423,12/20/2024,12/20/2024,70800.00
Invoice,17633,12/20/2024,12/23/2024,1476.85
Invoice,17629,12/19/2024,01/17/2025,14847.03
Invoice,17620,12/18/2024,05/05/2025,3808.49
Invoice,17614,12/18/2024,04/30/2025,8604.37
Invoice,17612,12/18/2024,01/10/2025,838.20
Invoice,17725,12/18/2024,02/04/2025,525.00
Invoice,17724,12/18/2024,01/29/2025,7226.30
Invoice,17727,12/16/2024,02/04/2025,525.00
Invoice,17726,12/16/2024,01/29/2025,4460.74
Invoice,17660,12/14/2024,01/28/2025,3090.00
Invoice,17659,12/14/2024,01/10/2025,5040.98
Invoice,17722,12/14/2024,02/04/2025,525.00
Invoice,17721,12/14/2024,01/29/2025,7185.73
Invoice,17587,12/13/2024,04/10/2025,6625.53
Invoice,17603,12/13/2024,12/20/2024,19460.00
Invoice,17604,12/13/2024,12/20/2024,5535.00
Invoice,17605,12/13/2024,12/20/2024,5585.00
Invoice,17606,12/13/2024,12/20/2024,5310.00
Invoice,17607,12/13/2024,12/20/2024,5310.00
Invoice,17608,12/13/2024,12/20/2024,6510.00
Invoice,17609,12/13/2024,12/20/2024,6510.00
Invoice,17610,12/13/2024,12/20/2024,12985.00
Invoice,17615,12/13/2024,12/20/2024,5510.00
Invoice,17616,12/13/2024,12/20/2024,5510.00
Invoice,17617,12/13/2024,12/20/2024,5375.00
Invoice,17618,12/13/2024,12/20/2024,5510.00
Invoice,17621,12/13/2024,12/20/2024,5310.00
Invoice,17622,12/13/2024,12/20/2024,5310.00
Invoice,17623,12/13/2024,12/20/2024,5510.00
Invoice,17625,12/13/2024,12/20/2024,5375.00
Invoice,17626,12/13/2024,12/20/2024,5310.00
Invoice,17627,12/13/2024,12/20/2024,5310.00
Invoice,17628,12/13/2024,12/20/2024,5310.00
Invoice,17634,12/13/2024,12/20/2024,5310.00
Invoice,17635,12/13/2024,12/20/2024,5375.00
Invoice,17636,12/13/2024,12/20/2024,5310.00
Invoice,17637,12/13/2024,12/20/2024,5310.00
Invoice,17638,12/13/2024,12/20/2024,5310.00
Invoice,17639,12/13/2024,12/20/2024,5375.00
Invoice,17640,12/13/2024,12/20/2024,5375.00
Invoice,17641,12/13/2024,12/20/2024,5310.00
Invoice,17642,12/13/2024,12/20/2024,5375.00
Invoice,17643,12/13/2024,12/20/2024,5310.00
Invoice,17596,12/12/2024,01/06/2025,1100.00
Invoice,17597,12/12/2024,01/16/2025,1000.00
Invoice,17644,12/12/2024,02/04/2025,3560.00
Invoice,17602,12/12/2024,02/04/2025,1222.93
Invoice,17593,12/12/2024,01/30/2025,4549.24
Invoice,17590,12/12/2024,12/12/2024,747.72
Invoice,17589,12/12/2024,12/16/2024,18220.00
Invoice,17594,12/12/2024,01/09/2025,830.89
Invoice,17586,12/11/2024,01/27/2025,1212.38
Invoice,17583,12/10/2024,12/16/2024,3804.80
Invoice,17580,12/10/2024,02/05/2025,7733.26
Invoice,17579,12/09/2024,04/02/2025,1798.80
Invoice,17573,12/09/2024,01/30/2025,827.00
Invoice,17515,12/09/2024,01/10/2025,4850.00
Invoice,17549,12/09/2024,01/07/2025,11942.50
Invoice,17720,12/09/2024,01/21/2025,525.00
Invoice,17719,12/09/2024,01/09/2025,5300.84
Invoice,17553,12/08/2024,12/17/2024,5310.00
Invoice,17554,12/08/2024,12/17/2024,5310.00
Invoice,17576,12/08/2024,12/17/2024,5310.00
Invoice,17577,12/08/2024,12/17/2024,5310.00
Invoice,17630,12/08/2024,04/02/2025,10296.51
Invoice,17599,12/07/2024,01/10/2025,642.45
Invoice,17578,12/06/2024,01/16/2025,5200.00
Invoice,17595,12/06/2024,12/18/2024,7350.00
Invoice,17509,12/06/2024,12/17/2024,5510.00
Invoice,17514,12/06/2024,12/17/2024,6510.00
Invoice,17526,12/06/2024,12/17/2024,5310.00
Invoice,17527,12/06/2024,12/17/2024,5310.00
Invoice,17528,12/06/2024,12/17/2024,5310.00
Invoice,17529,12/06/2024,12/17/2024,5310.00
Invoice,17531,12/06/2024,12/17/2024,5310.00
Invoice,17532,12/06/2024,12/17/2024,5310.00
Invoice,17533,12/06/2024,12/17/2024,5310.00
Invoice,17534,12/06/2024,12/17/2024,5310.00
Invoice,17535,12/06/2024,12/17/2024,5510.00
Invoice,17536,12/06/2024,12/17/2024,5310.00
Invoice,17537,12/06/2024,12/17/2024,5510.00
Invoice,17539,12/06/2024,12/17/2024,5510.00
Invoice,17540,12/06/2024,12/17/2024,5510.00
Invoice,17542,12/06/2024,12/17/2024,5510.00
Invoice,17543,12/06/2024,12/17/2024,5510.00
Invoice,17544,12/06/2024,12/17/2024,5510.00
Invoice,17546,12/06/2024,12/17/2024,5310.00
Invoice,17547,12/06/2024,12/17/2024,5310.00
Invoice,17548,12/06/2024,12/17/2024,5375.00
Invoice,17550,12/06/2024,12/17/2024,5310.00
Invoice,17551,12/06/2024,12/17/2024,5310.00
Invoice,17552,12/06/2024,12/17/2024,5310.00
Invoice,17559,12/06/2024,12/17/2024,5510.00
Invoice,17561,12/06/2024,12/17/2024,5510.00
Invoice,17563,12/06/2024,12/17/2024,5510.00
Invoice,17564,12/06/2024,12/17/2024,5310.00
Invoice,17565,12/06/2024,12/17/2024,5310.00
Invoice,17566,12/06/2024,12/17/2024,5575.00
Invoice,17567,12/06/2024,12/17/2024,5510.00
Invoice,17568,12/06/2024,12/17/2024,5575.00
Invoice,17569,12/06/2024,12/17/2024,5310.00
Invoice,17570,12/06/2024,12/17/2024,5310.00
Invoice,17571,12/06/2024,12/17/2024,5375.00
Invoice,17572,12/06/2024,12/17/2024,5310.00
Invoice,17574,12/06/2024,12/17/2024,5310.00
Invoice,17575,12/06/2024,12/17/2024,5310.00
Invoice,17508,12/06/2024,12/17/2024,5310.00
Invoice,17510,12/05/2024,02/04/2025,150.00
Invoice,17673,12/05/2024,03/20/2025,469.32
Invoice,17496,12/04/2024,01/27/2025,761.70
Invoice,17501,12/04/2024,01/27/2025,9154.85
Invoice,17500,12/04/2024,01/21/2025,525.00
Invoice,17499,12/04/2024,01/09/2025,5285.51
Invoice,17632,12/03/2024,03/05/2025,2092.81
Invoice,17464,12/03/2024,12/10/2024,1375.00
Invoice,17502,12/03/2024,01/21/2025,9200.00
Invoice,17581,12/03/2024,03/20/2025,7431.45
Invoice,17631,12/02/2024,03/20/2025,443.21
Invoice,17416,12/01/2024,03/26/2025,14218.10
Invoice,17359,12/01/2024,03/26/2025,31613.93
Invoice,17437,12/01/2024,12/05/2024,5016.00
Invoice,17438,12/01/2024,12/05/2024,9874.00
Invoice,17347,12/01/2024,11/19/2024,1111.20
Invoice,17511,12/01/2024,01/03/2025,719.28
Invoice,17512,11/30/2024,01/06/2025,9515.00
Invoice,17517,11/30/2024,01/09/2025,5530.00
Invoice,17468,11/30/2024,12/09/2024,1890.00
Invoice,17467,11/30/2024,01/10/2025,9861.70
Invoice,17466,11/30/2024,01/10/2025,12606.48
Invoice,17492,11/30/2024,12/10/2024,5084.99
Invoice,17489,11/30/2024,01/07/2025,6087.50
Invoice,17584,11/30/2024,12/11/2024,575.00
Invoice,17465,11/30/2024,12/17/2024,2013.55
Invoice,17486,11/30/2024,01/07/2025,6032.50
Invoice,17541,11/30/2024,01/17/2025,27600.00
Invoice,17538,11/30/2024,12/18/2024,919.38
Invoice,17530,11/30/2024,01/24/2025,487.50
Invoice,17582,11/30/2024,12/11/2024,400.00
Invoice,17557,11/30/2024,12/17/2024,5310.00
Invoice,17558,11/30/2024,12/17/2024,5310.00
Invoice,17498,11/30/2024,01/21/2025,525.00
Invoice,17497,11/30/2024,01/03/2025,5778.79
Invoice,17463,11/29/2024,01/24/2025,1083.48
Invoice,17462,11/29/2024,01/08/2025,24856.54
Invoice,17461,11/29/2024,01/24/2025,5462.50
Invoice,17436,11/29/2024,12/04/2024,6510.00
Invoice,17472,11/29/2024,12/04/2024,5510.00
Invoice,17473,11/29/2024,12/04/2024,5510.00
Invoice,17474,11/29/2024,12/04/2024,5510.00
Invoice,17475,11/29/2024,12/04/2024,5375.00
Invoice,17476,11/29/2024,12/04/2024,5310.00
Invoice,17477,11/29/2024,12/04/2024,5310.00
Invoice,17478,11/29/2024,12/04/2024,5510.00
Invoice,17479,11/29/2024,12/04/2024,5310.00
Invoice,17504,11/29/2024,12/17/2024,5310.00
Invoice,17505,11/29/2024,12/17/2024,5310.00
Invoice,17506,11/29/2024,12/17/2024,5310.00
Invoice,17507,11/29/2024,12/17/2024,5310.00
Invoice,17513,11/29/2024,12/17/2024,15860.00
Invoice,17521,11/29/2024,12/17/2024,5510.00
Invoice,17522,11/29/2024,12/17/2024,5310.00
Invoice,17523,11/29/2024,12/17/2024,5310.00
Invoice,17524,11/29/2024,12/17/2024,5310.00
Invoice,17525,11/29/2024,12/17/2024,5310.00
Invoice,17555,11/29/2024,12/17/2024,5375.00
Invoice,17556,11/29/2024,12/17/2024,5310.00
Invoice,17435,11/29/2024,01/10/2025,4850.00
Invoice,17434,11/29/2024,01/07/2025,6875.00
Invoice,17442,11/29/2024,01/08/2025,5575.00
Invoice,17503,11/29/2024,01/03/2025,150.00
Invoice,17440,11/29/2024,12/13/2024,150.00
Invoice,17439,11/29/2024,,0.00
Invoice,17430,11/27/2024,12/30/2024,5325.00
Invoice,17428,11/27/2024,12/16/2024,17872.50
Invoice,17426,11/27/2024,12/31/2024,13000.00
Invoice,17425,11/27/2024,12/18/2024,1792.00
Invoice,17424,11/27/2024,11/27/2024,7110.36
Invoice,17422,11/27/2024,12/10/2024,2991.21
Invoice,17420,11/26/2024,12/18/2024,4344.00
Invoice,17418,11/26/2024,01/08/2025,5035.00
Invoice,17491,11/26/2024,01/15/2025,525.00
Invoice,17495,11/26/2024,01/15/2025,525.00
Invoice,17490,11/26/2024,01/03/2025,6406.29
Invoice,17494,11/26/2024,01/03/2025,6405.66
Invoice,17417,11/26/2024,02/05/2025,8410.96
Invoice,17415,11/25/2024,12/09/2024,4850.00
Invoice,17414,11/25/2024,12/09/2024,9608.00
Invoice,17411,11/24/2024,01/07/2025,235.00
Invoice,17413,11/22/2024,01/15/2025,1389.50
Invoice,17390,11/22/2024,11/22/2024,5375.00
Invoice,17391,11/22/2024,11/22/2024,5310.00
Invoice,17392,11/22/2024,11/22/2024,5310.00
Invoice,17393,11/22/2024,11/22/2024,5310.00
Invoice,17444,11/22/2024,12/04/2024,5310.00
Invoice,17445,11/22/2024,12/04/2024,5310.00
Invoice,17446,11/22/2024,12/04/2024,5310.00
