Type,Number,Transaction Date,Last Payment Date,Amt. Paid (USD)
Invoice,18497,04/16/2025,05/01/2025,13421.00
Invoice,18495,04/16/2025,,0.00
Invoice,18694,04/15/2025,06/18/2025,240.00
Invoice,18491,04/15/2025,04/22/2025,6524.00
Invoice,18490,04/15/2025,04/18/2025,42551.74
Invoice,18489,04/15/2025,05/06/2025,4006.00
Invoice,18487,04/15/2025,,0.00
Invoice,18486,04/15/2025,06/09/2025,2840.00
Invoice,18485,04/15/2025,,0.00
Invoice,18483,04/15/2025,04/23/2025,4156.00
Invoice,18482,04/15/2025,04/21/2025,4283.25
Invoice,18481,04/15/2025,,0.00
Invoice,18755,04/15/2025,06/09/2025,525.00
Invoice,18754,04/15/2025,06/17/2025,6301.93
Invoice,18480,04/14/2025,04/22/2025,41912.00
Invoice,18613,04/14/2025,05/01/2025,4513.34
Invoice,18616,04/14/2025,05/01/2025,7056.46
Invoice,18479,04/14/2025,05/20/2025,525.00
Invoice,18478,04/14/2025,,0.00
Invoice,202532333,04/14/2025,,0.00
Invoice,18476,04/14/2025,04/16/2025,22156.90
Invoice,18517,04/12/2025,04/23/2025,5410.00
Invoice,18518,04/12/2025,04/23/2025,5410.00
Invoice,18522,04/12/2025,04/23/2025,5410.00
Invoice,18524,04/12/2025,04/23/2025,5410.00
Invoice,18525,04/12/2025,04/23/2025,6015.00
Invoice,18526,04/12/2025,04/23/2025,5410.00
Invoice,18527,04/12/2025,04/23/2025,5410.00
Invoice,18528,04/12/2025,04/23/2025,5410.00
Invoice,18529,04/12/2025,04/23/2025,5825.00
Invoice,18530,04/12/2025,04/23/2025,5410.00
Invoice,18531,04/12/2025,04/23/2025,5410.00
Invoice,18532,04/12/2025,04/23/2025,5410.00
Invoice,18533,04/12/2025,04/23/2025,5410.00
Invoice,18534,04/12/2025,04/23/2025,5475.00
Invoice,18535,04/12/2025,04/23/2025,5475.00
Invoice,18536,04/12/2025,04/23/2025,5410.00
Invoice,18537,04/12/2025,04/23/2025,5410.00
Invoice,18538,04/12/2025,04/23/2025,5410.00
Invoice,18539,04/12/2025,04/23/2025,5410.00
Invoice,18540,04/12/2025,04/23/2025,5410.00
Invoice,18541,04/12/2025,04/23/2025,5410.00
Invoice,18542,04/12/2025,04/23/2025,5410.00
Invoice,18543,04/12/2025,04/23/2025,5410.00
Invoice,18544,04/12/2025,04/23/2025,5410.00
Invoice,18545,04/12/2025,04/23/2025,5410.00
Invoice,18546,04/12/2025,04/23/2025,5475.00
Invoice,18493,04/11/2025,,0.00
Invoice,18472,04/11/2025,04/18/2025,11264.84
Invoice,18471,04/11/2025,06/09/2025,315.00
Invoice,18515,04/11/2025,04/23/2025,5410.00
Invoice,18516,04/11/2025,04/23/2025,5410.00
Invoice,18672,04/11/2025,,0.00
Invoice,18467,04/10/2025,04/10/2025,390.00
Invoice,18466,04/10/2025,04/10/2025,277.17
Invoice,18465,04/10/2025,04/17/2025,2837.16
Invoice,18496,04/10/2025,06/09/2025,1296.16
Invoice,18551,04/10/2025,04/29/2025,5742.00
Invoice,18753,04/10/2025,05/23/2025,525.00
Invoice,18752,04/10/2025,05/21/2025,5256.23
Invoice,18445,04/09/2025,06/17/2025,3701.32
Invoice,15731,04/09/2025,04/15/2025,10185.90
Invoice,18474,04/09/2025,05/08/2025,1246.12
Invoice,18447,04/09/2025,04/15/2025,2868.00
Invoice,18337,04/09/2025,06/09/2025,1530.00
Invoice,18439,04/09/2025,04/21/2025,2763.00
Invoice,18440,04/09/2025,04/21/2025,2763.00
Invoice,18473,04/08/2025,06/17/2025,8810.00
Invoice,18464,04/08/2025,04/28/2025,2010.00
Invoice,18415,04/08/2025,04/08/2025,1950.00
Invoice,18413,04/08/2025,04/10/2025,5414.00
Invoice,18405,04/08/2025,05/01/2025,20364.00
Invoice,18404,04/08/2025,04/10/2025,5813.03
Invoice,18484,04/08/2025,04/29/2025,4333.00
Invoice,18749,04/08/2025,05/20/2025,525.00
Invoice,18751,04/08/2025,06/09/2025,525.00
Invoice,18748,04/08/2025,05/23/2025,7644.98
Invoice,18750,04/08/2025,05/23/2025,6857.89
Invoice,18469,04/07/2025,05/19/2025,1691.67
Invoice,18470,04/07/2025,05/19/2025,874.77
Invoice,18549,04/07/2025,05/19/2025,1040.60
Invoice,18610,04/07/2025,05/19/2025,411.40
Invoice,18468,04/07/2025,05/19/2025,958.04
Invoice,18504,04/06/2025,,0.00
Invoice,18397,04/06/2025,05/28/2025,2810.00
Invoice,18394,04/06/2025,04/14/2025,3480.40
Invoice,18387,04/04/2025,05/02/2025,1825.00
Invoice,18430,04/04/2025,05/12/2025,5300.00
Invoice,18406,04/04/2025,04/10/2025,5410.00
Invoice,18407,04/04/2025,04/10/2025,5610.00
Invoice,18408,04/04/2025,04/10/2025,5610.00
Invoice,18409,04/04/2025,04/10/2025,5410.00
Invoice,18410,04/04/2025,04/10/2025,5475.00
Invoice,18411,04/04/2025,04/10/2025,5410.00
Invoice,18412,04/04/2025,04/10/2025,5940.00
Invoice,18414,04/04/2025,04/10/2025,5410.00
Invoice,18416,04/04/2025,04/10/2025,5410.00
Invoice,18417,04/04/2025,04/10/2025,5410.00
Invoice,18418,04/04/2025,04/10/2025,5475.00
Invoice,18419,04/04/2025,04/10/2025,5410.00
Invoice,18420,04/04/2025,04/10/2025,5475.00
Invoice,18421,04/04/2025,04/10/2025,5410.00
Invoice,18422,04/04/2025,04/10/2025,5610.00
Invoice,18423,04/04/2025,04/10/2025,5410.00
Invoice,18424,04/04/2025,04/10/2025,5410.00
Invoice,18425,04/04/2025,04/10/2025,5410.00
Invoice,18426,04/04/2025,04/10/2025,5410.00
Invoice,18427,04/04/2025,04/10/2025,5410.00
Invoice,18428,04/04/2025,04/10/2025,5475.00
Invoice,18429,04/04/2025,04/10/2025,5475.00
Invoice,18431,04/04/2025,04/10/2025,5410.00
Invoice,18432,04/04/2025,04/10/2025,5410.00
Invoice,18433,04/04/2025,04/10/2025,6045.00
Invoice,18434,04/04/2025,04/10/2025,5475.00
Invoice,18435,04/04/2025,04/10/2025,5410.00
Invoice,18436,04/04/2025,04/10/2025,5475.00
Invoice,18437,04/04/2025,04/10/2025,5410.00
Invoice,18514,04/04/2025,04/23/2025,5475.00
Invoice,18438,04/03/2025,04/15/2025,4435.00
Invoice,18385,04/03/2025,05/08/2025,1484.19
Invoice,18372,04/03/2025,05/08/2025,890.00
Invoice,18384,04/03/2025,,0.00
Invoice,18383,04/02/2025,04/29/2025,580.00
Invoice,18382,04/02/2025,04/29/2025,580.00
Invoice,18778,04/02/2025,05/19/2025,1169.50
Invoice,18373,04/02/2025,04/10/2025,5346.18
Invoice,18391,04/01/2025,,0.00
Invoice,18770,04/01/2025,06/09/2025,6347.40
Invoice,18446,04/01/2025,04/10/2025,783.00
Invoice,18396,03/31/2025,04/17/2025,1823.00
Invoice,18381,03/31/2025,,0.00
Invoice,18335,03/31/2025,04/10/2025,4490.00
Invoice,18334,03/31/2025,04/08/2025,2390.00
Invoice,18333,03/31/2025,04/14/2025,1299.85
Invoice,18380,03/31/2025,,0.00
Invoice,18379,03/31/2025,,0.00
Invoice,18331,03/31/2025,05/16/2025,525.00
Invoice,18378,03/31/2025,,0.00
Invoice,18340,03/31/2025,04/03/2025,37048.48
Invoice,18377,03/31/2025,04/03/2025,4827.08
Invoice,18403,03/31/2025,,0.00
Invoice,18389,03/31/2025,04/10/2025,2049.08
Invoice,18376,03/31/2025,06/10/2025,366.28
Invoice,18375,03/31/2025,,0.00
Invoice,18448,03/31/2025,05/27/2025,467.26
Invoice,18374,03/31/2025,04/29/2025,5905.74
Invoice,18327,03/31/2025,06/12/2025,13726.82
Invoice,18326,03/31/2025,03/31/2025,1406.60
Invoice,18336,03/31/2025,04/09/2025,24783.56
Invoice,18461,03/31/2025,05/16/2025,525.00
Invoice,18463,03/31/2025,05/20/2025,525.00
Invoice,18460,03/31/2025,05/23/2025,7317.13
Invoice,18462,03/31/2025,05/23/2025,6071.18
Invoice,18325,03/31/2025,,0.00
Invoice,18339,03/31/2025,05/19/2025,900.34
Invoice,18341,03/31/2025,05/19/2025,444.36
Invoice,18342,03/31/2025,05/19/2025,301.74
Invoice,18318,03/29/2025,06/12/2025,780.00
Invoice,18344,03/29/2025,04/07/2025,6530.00
Invoice,18348,03/29/2025,04/07/2025,5410.00
Invoice,18317,03/29/2025,06/12/2025,805.00
Invoice,18316,03/29/2025,06/12/2025,3066.16
Invoice,18313,03/28/2025,04/02/2025,1129.12
Invoice,18343,03/28/2025,04/07/2025,6670.00
Invoice,18345,03/28/2025,04/07/2025,5410.00
Invoice,18346,03/28/2025,04/07/2025,5475.00
Invoice,18347,03/28/2025,04/07/2025,5410.00
Invoice,18350,03/28/2025,04/07/2025,5410.00
Invoice,18351,03/28/2025,04/07/2025,5410.00
Invoice,18352,03/28/2025,04/07/2025,5475.00
Invoice,18353,03/28/2025,04/07/2025,5475.00
Invoice,18354,03/28/2025,04/07/2025,5475.00
Invoice,18355,03/28/2025,04/07/2025,5475.00
Invoice,18356,03/28/2025,04/07/2025,5475.00
Invoice,18357,03/28/2025,04/07/2025,5475.00
Invoice,18358,03/28/2025,04/07/2025,5475.00
Invoice,18359,03/28/2025,04/07/2025,5410.00
Invoice,18360,03/28/2025,04/07/2025,5410.00
Invoice,18361,03/28/2025,04/07/2025,5475.00
Invoice,18362,03/28/2025,04/07/2025,5475.00
Invoice,18363,03/28/2025,04/07/2025,5475.00
Invoice,18364,03/28/2025,04/07/2025,5410.00
Invoice,18365,03/28/2025,04/07/2025,5410.00
Invoice,18366,03/28/2025,04/07/2025,5475.00
Invoice,18367,03/28/2025,04/07/2025,5410.00
Invoice,18368,03/28/2025,04/07/2025,5410.00
Invoice,18369,03/28/2025,04/07/2025,5410.00
Invoice,18370,03/28/2025,04/07/2025,5410.00
Invoice,18371,03/28/2025,04/07/2025,5410.00
Invoice,18390,03/28/2025,04/07/2025,2841.44
Invoice,18310,03/28/2025,04/04/2025,42734.00
Invoice,18388,03/27/2025,04/17/2025,939.25
Invoice,18309,03/27/2025,,0.00
Invoice,18308,03/27/2025,04/04/2025,3311.40
Invoice,18306,03/27/2025,04/09/2025,12391.78
Invoice,18303,03/27/2025,05/08/2025,2072.87
Invoice,18349,03/27/2025,04/03/2025,2643.00
Invoice,18302,03/27/2025,03/27/2025,369.00
Invoice,18300,03/26/2025,04/23/2025,1530.00
Invoice,18298,03/26/2025,04/23/2025,2160.00
Invoice,18296,03/26/2025,04/23/2025,1700.00
Invoice,18294,03/26/2025,04/14/2025,5630.00
Invoice,18293,03/26/2025,,0.00
Invoice,18332,03/26/2025,06/10/2025,4518.00
Invoice,18292,03/26/2025,04/10/2025,7298.00
Invoice,18295,03/26/2025,05/19/2025,355.18
Invoice,18393,03/25/2025,06/09/2025,920.63
Invoice,18253,03/25/2025,06/10/2025,13192.84
Invoice,18311,03/24/2025,04/14/2025,78075.00
Invoice,18272,03/24/2025,03/28/2025,5703.00
Invoice,18305,03/24/2025,04/02/2025,6225.00
Invoice,18274,03/24/2025,06/12/2025,1245.00
Invoice,18255,03/24/2025,05/23/2025,1007.00
Invoice,18457,03/24/2025,05/16/2025,525.00
Invoice,18459,03/24/2025,04/25/2025,525.00
Invoice,18456,03/24/2025,05/23/2025,6358.24
Invoice,18458,03/24/2025,05/21/2025,5034.61
Invoice,18444,03/23/2025,05/20/2025,9640.00
Invoice,18248,03/22/2025,04/14/2025,4295.00
Invoice,18288,03/22/2025,04/22/2025,5300.00
Invoice,18251,03/22/2025,03/31/2025,7050.00
Invoice,18256,03/22/2025,03/27/2025,6670.00
Invoice,18257,03/22/2025,03/27/2025,6670.00
Invoice,18258,03/22/2025,03/27/2025,6670.00
Invoice,18259,03/22/2025,03/27/2025,6670.00
Invoice,18260,03/22/2025,03/27/2025,6670.00
Invoice,18261,03/22/2025,03/27/2025,5410.00
Invoice,18263,03/22/2025,03/27/2025,5410.00
Invoice,18264,03/22/2025,03/27/2025,5410.00
Invoice,18265,03/22/2025,03/27/2025,5475.00
Invoice,18266,03/22/2025,03/27/2025,5410.00
Invoice,18267,03/22/2025,03/27/2025,5475.00
Invoice,18268,03/22/2025,03/27/2025,5410.00
Invoice,18269,03/22/2025,03/27/2025,5475.00
Invoice,18270,03/22/2025,03/27/2025,5410.00
Invoice,18271,03/22/2025,03/27/2025,5410.00
Invoice,18273,03/22/2025,03/27/2025,5475.00
Invoice,18275,03/22/2025,03/27/2025,5410.00
Invoice,18276,03/22/2025,03/27/2025,5475.00
Invoice,18277,03/22/2025,03/27/2025,5410.00
Invoice,18278,03/22/2025,03/27/2025,5475.00
Invoice,18279,03/22/2025,03/27/2025,5410.00
Invoice,18280,03/22/2025,03/27/2025,5475.00
Invoice,18281,03/22/2025,03/27/2025,5475.00
Invoice,18282,03/22/2025,03/27/2025,5475.00
Invoice,18283,03/22/2025,03/27/2025,5410.00
Invoice,18284,03/22/2025,03/27/2025,5475.00
Invoice,18285,03/22/2025,03/27/2025,9710.00
Invoice,18286,03/22/2025,03/27/2025,9710.00
Invoice,18287,03/22/2025,03/27/2025,5410.00
Invoice,18307,03/22/2025,03/28/2025,7371.22
Invoice,18304,03/22/2025,04/02/2025,5900.00
Invoice,18291,03/22/2025,03/31/2025,2390.00
Invoice,18250,03/21/2025,04/28/2025,385.00
Invoice,18249,03/21/2025,04/22/2025,450.00
Invoice,18314,03/21/2025,04/29/2025,5350.00
Invoice,18244,03/21/2025,05/23/2025,1822.00
Invoice,18243,03/20/2025,06/10/2025,2795.89
Invoice,18242,03/20/2025,06/10/2025,1494.62
Invoice,18241,03/20/2025,05/08/2025,1934.21
Invoice,18240,03/20/2025,06/10/2025,4302.81
Invoice,18237,03/19/2025,05/23/2025,3268.80
Invoice,18453,03/18/2025,04/25/2025,525.00
Invoice,18452,03/18/2025,05/23/2025,6795.29
Invoice,18454,03/18/2025,05/27/2025,6209.08
Invoice,18301,03/17/2025,04/02/2025,3280.00
Invoice,18205,03/17/2025,05/19/2025,510.17
Invoice,18236,03/17/2025,05/19/2025,451.29
Invoice,18239,03/17/2025,04/10/2025,1361.93
Invoice,18238,03/17/2025,05/19/2025,150.00
Invoice,18254,03/17/2025,03/27/2025,2680.96
Invoice,18386,03/16/2025,05/14/2025,240.00
Invoice,18245,03/16/2025,05/08/2025,1490.00
Invoice,18246,03/15/2025,05/13/2025,7400.00
Invoice,18214,03/15/2025,03/20/2025,5375.00
Invoice,18215,03/15/2025,03/20/2025,5310.00
Invoice,18216,03/15/2025,03/20/2025,5310.00
Invoice,18217,03/15/2025,03/20/2025,5310.00
Invoice,18218,03/15/2025,03/20/2025,5375.00
Invoice,18219,03/15/2025,03/20/2025,5375.00
Invoice,18220,03/15/2025,03/20/2025,5310.00
Invoice,18221,03/15/2025,03/20/2025,5310.00
Invoice,18222,03/15/2025,03/20/2025,5375.00
Invoice,18227,03/15/2025,03/20/2025,5375.00
Invoice,18228,03/15/2025,03/20/2025,5375.00
Invoice,18230,03/15/2025,03/20/2025,5310.00
Invoice,18231,03/15/2025,03/20/2025,5310.00
Invoice,18232,03/15/2025,03/20/2025,5375.00
Invoice,18233,03/15/2025,03/20/2025,5375.00
Invoice,18338,03/14/2025,06/09/2025,1227.88
Invoice,18204,03/14/2025,04/29/2025,5700.00
Invoice,18247,03/14/2025,,0.00
Invoice,18062,03/14/2025,05/05/2025,9759.80
Invoice,18191,03/13/2025,04/28/2025,235.00
Invoice,18299,03/13/2025,04/02/2025,4195.50
Invoice,18297,03/13/2025,04/02/2025,2257.00
Invoice,18392,03/13/2025,05/19/2025,75.00
Invoice,18201,03/12/2025,03/20/2025,7212.37
Invoice,18206,03/12/2025,03/20/2025,6510.00
Invoice,18207,03/12/2025,03/20/2025,5375.00
Invoice,18208,03/12/2025,03/20/2025,5310.00
Invoice,18209,03/12/2025,03/20/2025,5310.00
Invoice,18210,03/12/2025,03/20/2025,5310.00
Invoice,18211,03/12/2025,03/20/2025,5375.00
Invoice,18212,03/12/2025,03/20/2025,5310.00
Invoice,18213,03/12/2025,03/20/2025,5310.00
Invoice,18223,03/12/2025,03/20/2025,5375.00
Invoice,18224,03/12/2025,03/20/2025,5310.00
Invoice,18225,03/12/2025,03/20/2025,5310.00
Invoice,18226,03/12/2025,03/20/2025,5310.00
Invoice,18229,03/12/2025,03/20/2025,5310.00
Invoice,18196,03/12/2025,03/20/2025,1983.00
Invoice,18195,03/12/2025,04/14/2025,853.20
Invoice,18194,03/11/2025,03/20/2025,4250.00
Invoice,18188,03/11/2025,03/27/2025,34397.50
Invoice,18187,03/11/2025,,0.00
Invoice,18178,03/11/2025,03/12/2025,845.00
Invoice,18189,03/11/2025,04/17/2025,4405.00
Invoice,18104,03/10/2025,05/05/2025,7161.55
Invoice,18177,03/08/2025,04/14/2025,5200.00
Invoice,18192,03/08/2025,05/08/2025,2321.46
Invoice,18175,03/08/2025,03/20/2025,6510.00
Invoice,18176,03/08/2025,03/20/2025,6510.00
Invoice,18179,03/08/2025,03/13/2025,5310.00
Invoice,18180,03/08/2025,03/13/2025,5310.00
Invoice,18182,03/08/2025,03/13/2025,5310.00
Invoice,18183,03/08/2025,03/13/2025,5375.00
Invoice,18184,03/08/2025,03/13/2025,5310.00
Invoice,18186,03/07/2025,05/08/2025,1445.00
Invoice,18156,03/07/2025,03/31/2025,7050.00
Invoice,18185,03/07/2025,03/21/2025,5062.00
Invoice,18395,03/07/2025,04/10/2025,3442.00
Invoice,18090,03/07/2025,05/05/2025,682.00
Invoice,18158,03/05/2025,03/10/2025,6510.00
Invoice,18159,03/05/2025,03/10/2025,6510.00
Invoice,18160,03/05/2025,03/10/2025,5310.00
Invoice,18161,03/05/2025,03/10/2025,5310.00
Invoice,18162,03/05/2025,03/10/2025,5310.00
Invoice,18163,03/05/2025,03/10/2025,5310.00
Invoice,18164,03/05/2025,03/10/2025,5310.00
Invoice,18165,03/05/2025,03/10/2025,5310.00
Invoice,18166,03/05/2025,03/10/2025,5310.00
Invoice,18167,03/05/2025,03/10/2025,5310.00
Invoice,18168,03/05/2025,03/10/2025,5310.00
Invoice,18169,03/05/2025,03/10/2025,5375.00
Invoice,18170,03/05/2025,03/10/2025,5310.00
Invoice,18171,03/05/2025,03/10/2025,5375.00
Invoice,18172,03/05/2025,03/10/2025,5375.00
Invoice,18451,03/05/2025,04/25/2025,525.00
Invoice,18450,03/05/2025,05/23/2025,6803.09
Invoice,18129,03/04/2025,05/05/2025,1073.99
Invoice,18140,03/03/2025,,0.00
Invoice,18157,03/03/2025,05/08/2025,1229.44
Invoice,18107,03/03/2025,03/17/2025,535.00
Invoice,18144,03/01/2025,03/17/2025,1498.45
Invoice,18290,03/01/2025,05/23/2025,5507.15
Invoice,18199,03/01/2025,03/28/2025,7485.00
Invoice,18130,03/01/2025,03/10/2025,5310.00
Invoice,18449,03/01/2025,05/27/2025,5897.59
Invoice,18143,03/01/2025,04/10/2025,782.64
Invoice,18105,02/28/2025,05/29/2025,6936.38
Invoice,18114,02/28/2025,03/25/2025,2523.80
Invoice,18154,02/28/2025,03/12/2025,25573.77
Invoice,18153,02/28/2025,03/17/2025,12391.78
Invoice,18068,02/28/2025,,0.00
Invoice,18147,02/28/2025,03/12/2025,4031.84
Invoice,18071,02/28/2025,03/18/2025,614.80
Invoice,18200,02/28/2025,03/17/2025,3208.00
Invoice,18113,02/28/2025,05/28/2025,3481.85
Invoice,18142,02/28/2025,03/13/2025,6597.50
Invoice,18112,02/28/2025,03/04/2025,1950.00
Invoice,18173,02/28/2025,04/01/2025,43397.98
Invoice,18111,02/28/2025,04/01/2025,11205.47
Invoice,18141,02/28/2025,03/13/2025,20425.00
Invoice,18198,02/28/2025,05/28/2025,4437.81
Invoice,18110,02/28/2025,03/19/2025,12770.00
Invoice,18109,02/28/2025,05/20/2025,1765.00
Invoice,18115,02/28/2025,03/10/2025,6510.00
Invoice,18116,02/28/2025,03/10/2025,6510.00
Invoice,18118,02/28/2025,03/10/2025,5310.00
Invoice,18121,02/28/2025,03/10/2025,5310.00
Invoice,18122,02/28/2025,03/10/2025,5375.00
Invoice,18123,02/28/2025,03/10/2025,5310.00
Invoice,18124,02/28/2025,03/10/2025,6055.00
Invoice,18125,02/28/2025,03/10/2025,5310.00
Invoice,18126,02/28/2025,03/10/2025,5375.00
Invoice,18127,02/28/2025,03/10/2025,5375.00
Invoice,18128,02/28/2025,03/10/2025,5310.00
Invoice,18131,02/28/2025,03/10/2025,5310.00
Invoice,18132,02/28/2025,03/10/2025,5310.00
Invoice,18133,02/28/2025,03/10/2025,5375.00
Invoice,18134,02/28/2025,03/10/2025,5310.00
Invoice,18135,02/28/2025,03/10/2025,5310.00
Invoice,18136,02/28/2025,03/10/2025,5375.00
Invoice,18137,02/28/2025,03/10/2025,5310.00
Invoice,18138,02/28/2025,03/10/2025,5460.00
Invoice,18139,02/28/2025,03/10/2025,5460.00
Invoice,18120,02/28/2025,03/10/2025,5310.00
Invoice,18108,02/28/2025,03/18/2025,6170.00
Invoice,18197,02/28/2025,03/28/2025,2305.89
Invoice,18119,02/28/2025,05/28/2025,3481.85
Invoice,18106,02/28/2025,03/05/2025,3805.00
Invoice,18202,02/28/2025,04/17/2025,525.00
Invoice,18155,02/28/2025,05/28/2025,1494.62
Invoice,18146,02/28/2025,03/12/2025,12391.78
Invoice,18150,02/28/2025,04/17/2025,525.00
Invoice,18149,02/28/2025,04/10/2025,6270.44
Invoice,18100,02/27/2025,03/20/2025,24540.11
Invoice,18099,02/27/2025,03/19/2025,12550.00
Invoice,18098,02/27/2025,03/31/2025,5121.00
Invoice,18102,02/27/2025,03/14/2025,1960.00
Invoice,18097,02/27/2025,03/17/2025,1472.22
Invoice,18103,02/27/2025,04/17/2025,689.00
Invoice,18091,02/26/2025,,0.00
Invoice,18252,02/26/2025,,0.00
Invoice,18093,02/26/2025,03/31/2025,1115.00
Invoice,18092,02/26/2025,,0.00
Invoice,18152,02/26/2025,04/17/2025,525.00
Invoice,18151,02/26/2025,04/10/2025,5663.50
Invoice,18089,02/26/2025,,0.00
Invoice,18086,02/25/2025,04/10/2025,616.26
Invoice,18087,02/25/2025,04/10/2025,1158.44
Invoice,18088,02/22/2025,03/03/2025,1802.00
Invoice,18072,02/21/2025,04/08/2025,5200.00
Invoice,18067,02/21/2025,03/13/2025,1980.00
Invoice,18060,02/21/2025,02/24/2025,5310.00
Invoice,18061,02/21/2025,02/24/2025,5375.00
Invoice,18063,02/21/2025,02/24/2025,5375.00
Invoice,18064,02/21/2025,02/24/2025,5375.00
Invoice,18065,02/21/2025,02/24/2025,5310.00
Invoice,18066,02/21/2025,02/24/2025,5375.00
Invoice,18073,02/21/2025,03/03/2025,6075.00
Invoice,18074,02/21/2025,03/03/2025,5310.00
Invoice,18075,02/21/2025,03/03/2025,5310.00
Invoice,18076,02/21/2025,03/03/2025,5310.00
Invoice,18077,02/21/2025,03/03/2025,5375.00
Invoice,18078,02/21/2025,03/03/2025,5310.00
Invoice,18079,02/21/2025,03/03/2025,5665.00
Invoice,18080,02/21/2025,03/03/2025,5375.00
Invoice,18081,02/21/2025,03/03/2025,5375.00
Invoice,18082,02/21/2025,03/03/2025,5310.00
Invoice,18083,02/21/2025,03/03/2025,5310.00
Invoice,18084,02/21/2025,03/03/2025,5375.00
Invoice,18085,02/21/2025,03/03/2025,5375.00
Invoice,18117,02/21/2025,03/10/2025,5310.00
Invoice,18059,02/21/2025,,0.00
Invoice,18058,02/21/2025,02/28/2025,650.00
Invoice,18051,02/20/2025,04/01/2025,2430.92
Invoice,18055,02/20/2025,02/25/2025,1910.00
Invoice,18034,02/20/2025,03/17/2025,3053.52
Invoice,18052,02/20/2025,03/24/2025,2000.00
Invoice,18033,02/20/2025,03/19/2025,467.50
Invoice,18002,02/20/2025,03/25/2025,1485.00
Invoice,18001,02/20/2025,03/25/2025,1695.00
Invoice,18047,02/20/2025,04/17/2025,525.00
Invoice,18049,02/20/2025,04/17/2025,525.00
Invoice,18046,02/20/2025,04/10/2025,8006.57
Invoice,18048,02/20/2025,04/10/2025,8083.88
Invoice,18070,02/20/2025,03/27/2025,7890.00
Invoice,18032,02/19/2025,03/17/2025,2098.50
Invoice,18043,02/19/2025,03/27/2025,525.00
Invoice,18045,02/19/2025,04/17/2025,525.00
Invoice,18042,02/19/2025,04/10/2025,4711.35
Invoice,18044,02/19/2025,04/10/2025,5243.62
Invoice,18005,02/18/2025,02/26/2025,5900.00
Invoice,18006,02/18/2025,02/28/2025,5250.00
Invoice,18007,02/18/2025,02/26/2025,5900.00
Invoice,18004,02/18/2025,02/28/2025,6420.00
Invoice,18003,02/18/2025,02/28/2025,26022.50
Invoice,17922,02/18/2025,05/23/2025,4066.40
Invoice,18193,02/17/2025,03/25/2025,6570.00
Invoice,17999,02/17/2025,04/09/2025,1725.20
Invoice,17998,02/17/2025,02/24/2025,6464.00
Invoice,18053,02/17/2025,04/10/2025,2900.00
Invoice,18050,02/17/2025,04/01/2025,5754.93
Invoice,17978,02/14/2025,04/02/2025,7332.44
Invoice,18203,02/14/2025,04/14/2025,240.00
Invoice,17997,02/14/2025,03/14/2025,575.00
Invoice,17996,02/14/2025,03/14/2025,575.00
Invoice,18056,02/14/2025,05/08/2025,1227.88
Invoice,17990,02/14/2025,05/05/2025,7027.17
Invoice,17966,02/14/2025,02/11/2025,5310.00
Invoice,17967,02/14/2025,02/11/2025,5310.00
Invoice,17995,02/14/2025,02/24/2025,6710.00
Invoice,18008,02/14/2025,02/18/2025,6900.00
Invoice,18009,02/14/2025,02/24/2025,5310.00
Invoice,18010,02/14/2025,02/24/2025,5310.00
Invoice,18011,02/14/2025,02/24/2025,5510.00
Invoice,18012,02/14/2025,02/24/2025,5310.00
Invoice,18013,02/14/2025,02/24/2025,5310.00
Invoice,18014,02/14/2025,02/24/2025,5310.00
Invoice,18015,02/14/2025,02/24/2025,6110.00
Invoice,18016,02/14/2025,02/24/2025,5375.00
Invoice,18017,02/14/2025,02/24/2025,5310.00
Invoice,18018,02/14/2025,02/24/2025,5375.00
Invoice,18019,02/14/2025,02/24/2025,5310.00
Invoice,18020,02/14/2025,02/24/2025,5310.00
Invoice,18021,02/14/2025,02/24/2025,5375.00
Invoice,18022,02/14/2025,02/24/2025,5375.00
Invoice,18023,02/14/2025,02/24/2025,5310.00
Invoice,18024,02/14/2025,02/24/2025,6075.00
Invoice,18025,02/14/2025,02/24/2025,5310.00
Invoice,18026,02/14/2025,02/24/2025,5310.00
Invoice,18027,02/14/2025,02/24/2025,5555.00
Invoice,18028,02/14/2025,02/24/2025,5375.00
Invoice,18029,02/14/2025,02/24/2025,5310.00
Invoice,18030,02/14/2025,02/24/2025,5375.00
Invoice,18031,02/14/2025,02/24/2025,5310.00
Invoice,17989,02/14/2025,02/18/2025,3625.00
Invoice,18054,02/14/2025,,0.00
Invoice,17816,02/14/2025,02/24/2025,2985.34
Invoice,17988,02/13/2025,02/24/2025,1983.00
Invoice,17987,02/13/2025,02/19/2025,1950.00
Invoice,17986,02/13/2025,02/14/2025,3675.00
Invoice,18101,02/13/2025,04/17/2025,5072.30
Invoice,17985,02/13/2025,02/13/2025,1817.00
Invoice,25/002,02/12/2025,,0.00
Invoice,17984,02/12/2025,03/17/2025,1044.66
Invoice,17980,02/12/2025,02/14/2025,7079.00
Invoice,17979,02/12/2025,04/16/2025,1137.15
Invoice,18041,02/12/2025,03/27/2025,525.00
Invoice,18040,02/12/2025,04/10/2025,7930.34
Invoice,17977,02/11/2025,04/15/2025,7380.90
Invoice,18057,02/11/2025,05/08/2025,1795.50
Invoice,17976,02/11/2025,05/05/2025,22870.97
Invoice,17974,02/10/2025,02/19/2025,1288.01
Invoice,17973,02/10/2025,02/19/2025,298.76
